program;lopnr;female;kull;termin;tnr;status;poang_p;kullnr;ptnr
E;1052;0;20132;20132;41;1;0;41;1
E;1052;0;20132;20141;42;-4;0;41;2
E;1052;0;20132;20142;43;-7;0;41;3
V;1053;0;20092;20092;33;1;24.5;33;1
V;1053;0;20092;20101;34;2;29.5;33;2
V;1053;0;20092;20102;35;3;32.5;33;3
V;1053;0;20092;20111;36;4;29.5;33;4
V;1053;0;20092;20112;37;5;30;33;5
V;1053;0;20092;20121;38;6;30;33;6
V;1053;0;20092;20122;39;7;22.5;33;7
V;1053;0;20092;20131;40;8;37.5;33;8
V;1053;0;20092;20132;41;-3;0;33;9
V;1053;0;20092;20141;42;10;0;33;10
V;1053;0;20092;20142;43;10;30;33;11
V;1053;0;20092;20151;44;10;4;33;12
V;1053;0;20092;20152;45;-4;0;33;13
V;1053;0;20092;20161;46;-5;0;33;14
W;1054;0;19992;19992;13;1;16.5;13;1
W;1054;0;19992;20001;14;2;37.5;13;2
W;1054;0;19992;20002;15;3;18;13;3
W;1054;0;19992;20011;16;4;16.5;13;4
W;1054;0;19992;20012;17;5;37.5;13;5
W;1054;0;19992;20021;18;6;34.5;13;6
W;1054;0;19992;20022;19;-2;0;13;7
W;1054;0;19992;20031;20;-2;0;13;8
W;1054;0;19992;20032;21;7;0;13;9
W;1054;0;19992;20041;22;8;6;13;10
W;1054;0;19992;20042;23;9;30;13;11
W;1054;0;19992;20051;24;9;0;13;12
W;1054;0;19992;20052;25;-4;0;13;13
W;1054;0;19992;20061;26;-5;6;13;14
M;1055;0;20022;20022;19;1;27;19;1
M;1055;0;20022;20031;20;2;28.5;19;2
M;1055;0;20022;20032;21;-7;22.5;19;3
D;1056;0;20142;20142;43;1;18.5;43;1
D;1056;0;20142;20151;44;2;11;43;2
D;1056;0;20142;20152;45;3;21;43;3
D;1056;0;20142;20161;46;4;12;43;4
M;1057;0;20102;20102;35;1;17;35;1
M;1057;0;20102;20111;36;2;22;35;2
M;1057;0;20102;20112;37;3;25;35;3
M;1057;0;20102;20121;38;4;35;35;4
M;1057;0;20102;20122;39;5;13.5;35;5
M;1057;0;20102;20131;40;6;38.5;35;6
M;1057;0;20102;20132;41;7;28.5;35;7
M;1057;0;20102;20141;42;8;39;35;8
M;1057;0;20102;20142;43;9;27.5;35;9
M;1057;0;20102;20151;44;10;0;35;10
M;1057;0;20102;20152;45;-4;0;35;11
M;1057;0;20102;20161;46;10;30;35;12
E;1058;0;20002;20002;15;1;12;15;1
E;1058;0;20002;20011;16;2;18;15;2
E;1058;0;20002;20012;17;-7;0;15;3
T;1059;1;20152;20152;45;1;24.5;45;1
T;1059;1;20152;20161;46;2;28.5;45;2
M;1060;0;20102;20102;35;1;28;35;1
M;1060;0;20102;20111;36;-7;33;35;2
V;1061;0;20102;20102;35;1;8;35;1
V;1061;0;20102;20111;36;2;0;35;2
V;1061;0;20102;20112;37;-2;0;35;3
V;1061;0;20102;20121;38;-7;0;35;4
V;1062;0;20062;20062;27;1;18;27;1
V;1062;0;20062;20071;28;2;36;27;2
V;1062;0;20062;20072;29;3;37.5;27;3
V;1062;0;20062;20081;30;4;21;27;4
V;1062;0;20062;20082;31;5;40.5;27;5
V;1062;0;20062;20091;32;6;30;27;6
V;1062;0;20062;20092;33;7;33;27;7
V;1062;0;20062;20101;34;8;31.5;27;8
V;1062;0;20062;20102;35;9;30;27;9
V;1062;0;20062;20111;36;-5;0;27;10
D;1063;0;20092;20092;33;1;0;33;1
D;1063;0;20092;20101;34;-7;0;33;2
V;1064;0;20022;20022;19;1;0;19;1
V;1064;0;20022;20031;20;-4;0;19;2
V;1064;0;20022;20032;21;1;0;19;3
V;1064;0;20022;20041;22;-4;0;19;4
V;1064;0;20022;20042;23;-4;0;19;5
V;1064;0;20022;20051;24;-4;0;19;6
V;1064;0;20022;20052;25;-4;0;19;7
V;1064;0;20022;20061;26;-7;0;19;8
M;1065;0;20072;20072;29;-7;6;29;1
F;1066;0;19952;19952;5;1;0;5;1
F;1066;0;19952;19961;6;2;7.5;5;2
F;1066;0;19952;19962;7;-4;0;5;3
F;1066;0;19952;19971;8;-7;0;5;4
L;1067;0;20002;20002;15;1;30;15;1
L;1067;0;20002;20011;16;2;19.5;15;2
L;1067;0;20002;20012;17;3;18;15;3
L;1067;0;20002;20021;18;4;24;15;4
L;1067;0;20002;20022;19;5;22.5;15;5
L;1067;0;20002;20031;20;-2;0;15;6
L;1067;0;20002;20032;21;-7;6;15;7
K;1068;1;20002;20002;15;1;25.5;15;1
K;1068;1;20002;20011;16;2;31.5;15;2
K;1068;1;20002;20012;17;3;18;15;3
K;1068;1;20002;20021;18;4;33;15;4
K;1068;1;20002;20022;19;5;24;15;5
K;1068;1;20002;20031;20;6;45;15;6
K;1068;1;20002;20032;21;7;15;15;7
K;1068;1;20002;20041;22;8;46.5;15;8
K;1068;1;20002;20042;23;-5;34.5;15;9
I;1069;1;20032;20032;21;1;16.5;21;1
I;1069;1;20032;20041;22;-7;0;21;2
D;1070;0;20052;20052;25;1;10.5;25;1
D;1070;0;20052;20061;26;-7;0;25;2
K;1071;0;20102;20102;35;1;25;35;1
K;1071;0;20102;20111;36;2;35;35;2
K;1071;0;20102;20112;37;3;30;35;3
K;1071;0;20102;20121;38;4;30;35;4
K;1071;0;20102;20122;39;5;16.5;35;5
K;1071;0;20102;20131;40;6;30;35;6
K;1071;0;20102;20132;41;-3;0;35;7
K;1071;0;20102;20141;42;-3;0;35;8
K;1071;0;20102;20142;43;9;52.5;35;9
K;1071;0;20102;20151;44;-5;30;35;10
P;1072;0;20052;20052;25;1;7.5;25;1
P;1072;0;20052;20061;26;-7;0;25;2
N;1073;0;20082;20082;31;1;7;31;1
N;1073;0;20082;20091;32;-2;0;31;2
N;1073;0;20082;20092;33;-4;0;31;3
N;1073;0;20082;20101;34;-7;0;31;4
D;1074;0;20012;20012;17;1;22.5;17;1
D;1074;0;20012;20021;18;2;34.5;17;2
D;1074;0;20012;20022;19;3;33;17;3
D;1074;0;20012;20031;20;4;31.5;17;4
D;1074;0;20012;20032;21;5;25.5;17;5
D;1074;0;20012;20041;22;6;34.5;17;6
D;1074;0;20012;20042;23;7;28.5;17;7
D;1074;0;20012;20051;24;8;31.5;17;8
D;1074;0;20012;20052;25;9;7.5;17;9
D;1074;0;20012;20061;26;-5;30;17;10
V;1075;0;20102;20102;35;1;23.5;35;1
V;1075;0;20102;20111;36;2;36.5;35;2
V;1075;0;20102;20112;37;3;30.5;35;3
V;1075;0;20102;20121;38;4;29.5;35;4
V;1075;0;20102;20122;39;5;30;35;5
V;1075;0;20102;20131;40;6;30;35;6
V;1075;0;20102;20132;41;7;22.5;35;7
V;1075;0;20102;20141;42;8;45;35;8
V;1075;0;20102;20142;43;9;22.5;35;9
V;1075;0;20102;20151;44;10;0;35;10
V;1075;0;20102;20152;45;-5;30;35;11
E;1076;0;20012;20012;17;1;24;17;1
E;1076;0;20012;20021;18;-7;27;17;2
B;1077;0;20082;20082;31;1;11;31;1
B;1077;0;20082;20091;32;-7;0;31;2
V;1078;1;20092;20092;33;1;30.5;33;1
V;1078;1;20092;20101;34;-7;35.5;33;2
V;1079;0;20102;20102;35;1;30.5;35;1
V;1079;0;20102;20111;36;2;29.5;35;2
V;1079;0;20102;20112;37;3;30.5;35;3
V;1079;0;20102;20121;38;4;29.5;35;4
V;1079;0;20102;20122;39;5;30;35;5
V;1079;0;20102;20131;40;6;30;35;6
V;1079;0;20102;20132;41;-3;0;35;7
V;1079;0;20102;20141;42;8;37.5;35;8
V;1079;0;20102;20142;43;9;37.5;35;9
V;1079;0;20102;20151;44;10;37.5;35;10
V;1079;0;20102;20152;45;-5;0;35;11
C;1080;0;20122;20122;39;1;25;39;1
C;1080;0;20122;20131;40;2;31.5;39;2
C;1080;0;20122;20132;41;3;24;39;3
C;1080;0;20122;20141;42;4;27;39;4
C;1080;0;20122;20142;43;5;8;39;5
C;1080;0;20122;20151;44;-2;0;39;6
C;1080;0;20122;20152;45;-4;0;39;7
C;1080;0;20122;20161;46;6;25.5;39;8
K;1081;0;20142;20142;43;1;16;43;1
K;1081;0;20142;20151;44;2;39;43;2
K;1081;0;20142;20152;45;3;28;43;3
K;1081;0;20142;20161;46;4;27.5;43;4
M;1082;0;20042;20042;23;1;27;23;1
M;1082;0;20042;20051;24;2;21;23;2
M;1082;0;20042;20052;25;3;34.5;23;3
M;1082;0;20042;20061;26;4;30;23;4
M;1082;0;20042;20062;27;5;25.5;23;5
M;1082;0;20042;20071;28;6;42;23;6
M;1082;0;20042;20072;29;7;24;23;7
M;1082;0;20042;20081;30;8;42;23;8
M;1082;0;20042;20082;31;9;33;23;9
M;1082;0;20042;20091;32;-5;7.5;23;10
M;1083;0;20152;20152;45;1;17;45;1
M;1083;0;20152;20161;46;2;6;45;2
W;1084;0;20112;20112;37;1;30;37;1
W;1084;0;20112;20121;38;2;30;37;2
W;1084;0;20112;20122;39;3;24.5;37;3
W;1084;0;20112;20131;40;4;24;37;4
W;1084;0;20112;20132;41;5;16.5;37;5
W;1084;0;20112;20141;42;6;30;37;6
W;1084;0;20112;20142;43;7;19.5;37;7
W;1084;0;20112;20151;44;8;13.5;37;8
W;1084;0;20112;20152;45;9;30;37;9
W;1084;0;20112;20161;46;10;30;37;10
K;1085;0;20112;20112;37;1;25;37;1
K;1085;0;20112;20121;38;2;30;37;2
K;1085;0;20112;20122;39;3;30;37;3
K;1085;0;20112;20131;40;4;35;37;4
K;1085;0;20112;20132;41;5;23;37;5
K;1085;0;20112;20141;42;6;37;37;6
K;1085;0;20112;20142;43;7;30;37;7
K;1085;0;20112;20151;44;8;22.5;37;8
K;1085;0;20112;20152;45;9;45;37;9
K;1085;0;20112;20161;46;10;0;37;10
L;1086;1;20142;20142;43;1;30;43;1
L;1086;1;20142;20151;44;2;30;43;2
L;1086;1;20142;20152;45;3;30;43;3
L;1086;1;20142;20161;46;4;24;43;4
M;1087;0;19992;19992;13;1;4.5;13;1
M;1087;0;19992;20001;14;-7;0;13;2
M;1088;0;20092;20092;33;1;11;33;1
M;1088;0;20092;20101;34;2;19;33;2
M;1088;0;20092;20102;35;3;9.5;33;3
M;1088;0;20092;20111;36;4;0;33;4
M;1088;0;20092;20112;37;5;11;33;5
M;1088;0;20092;20121;38;6;17.5;33;6
M;1088;0;20092;20122;39;7;14.5;33;7
M;1088;0;20092;20131;40;8;0;33;8
M;1088;0;20092;20132;41;9;15;33;9
M;1088;0;20092;20141;42;10;0;33;10
M;1088;0;20092;20142;43;-4;0;33;11
M;1088;0;20092;20151;44;-4;0;33;12
M;1088;0;20092;20152;45;10;0;33;13
M;1088;0;20092;20161;46;-4;0;33;14
E;1089;0;19952;19952;5;1;16.5;5;1
E;1089;0;19952;19961;6;2;34.5;5;2
E;1089;0;19952;19962;7;3;7.5;5;3
E;1089;0;19952;19971;8;4;24;5;4
E;1089;0;19952;19972;9;-7;6;5;5
K;1090;0;20092;20092;33;-7;0;33;1
I;1091;0;20092;20092;33;1;17;33;1
I;1091;0;20092;20101;34;-7;0;33;2
E;1092;0;19952;19952;5;1;16.5;5;1
E;1092;0;19952;19961;6;2;42;5;2
E;1092;0;19952;19962;7;3;13.5;5;3
E;1092;0;19952;19971;8;4;42;5;4
E;1092;0;19952;19972;9;-2;0;5;5
E;1092;0;19952;19981;10;-2;0;5;6
E;1092;0;19952;19982;11;-7;0;5;7
M;1093;0;20122;20122;39;1;28;39;1
M;1093;0;20122;20131;40;2;32;39;2
M;1093;0;20122;20132;41;3;31;39;3
M;1093;0;20122;20141;42;4;30;39;4
M;1093;0;20122;20142;43;5;30;39;5
M;1093;0;20122;20151;44;6;32.5;39;6
M;1093;0;20122;20152;45;7;28.5;39;7
M;1093;0;20122;20161;46;8;21;39;8
M;1094;0;20142;20142;43;1;28;43;1
M;1094;0;20142;20151;44;2;32;43;2
M;1094;0;20142;20152;45;3;31;43;3
M;1094;0;20142;20161;46;4;30;43;4
V;1095;1;20092;20092;33;-7;10;33;1
G;1096;1;20142;20142;43;1;29;43;1
G;1096;1;20142;20151;44;2;37;43;2
G;1096;1;20142;20152;45;3;32;43;3
G;1096;1;20142;20161;46;4;30;43;4
K;1097;1;20002;20002;15;1;16.5;15;1
K;1097;1;20002;20011;16;2;40.5;15;2
K;1097;1;20002;20012;17;3;12;15;3
K;1097;1;20002;20021;18;4;37.5;15;4
K;1097;1;20002;20022;19;5;28.5;15;5
K;1097;1;20002;20031;20;6;30;15;6
K;1097;1;20002;20032;21;7;10.5;15;7
K;1097;1;20002;20041;22;8;31.5;15;8
K;1097;1;20002;20042;23;8;13.5;15;9
K;1097;1;20002;20051;24;9;15;15;10
K;1097;1;20002;20052;25;-5;34.5;15;11
E;1098;0;19942;19942;3;1;22.5;3;1
E;1098;0;19942;19951;4;2;13.5;3;2
E;1098;0;19942;19952;5;-2;7.5;3;3
E;1098;0;19942;19961;6;-7;0;3;4
N;1099;0;20102;20102;35;1;12;35;1
N;1099;0;20102;20111;36;2;0;35;2
N;1099;0;20102;20112;37;-7;0;35;3
F;1100;0;20142;20142;43;1;30;43;1
F;1100;0;20142;20151;44;2;24;43;2
F;1100;0;20142;20152;45;3;38;43;3
F;1100;0;20142;20161;46;4;36.5;43;4
F;1101;0;20042;20042;23;1;31.5;23;1
F;1101;0;20042;20051;24;2;48;23;2
F;1101;0;20042;20052;25;3;28.5;23;3
F;1101;0;20042;20061;26;4;33;23;4
F;1101;0;20042;20062;27;5;31.5;23;5
F;1101;0;20042;20071;28;6;51;23;6
F;1101;0;20042;20072;29;7;46.5;23;7
F;1101;0;20042;20081;30;8;22.5;23;8
F;1101;0;20042;20082;31;9;37.5;23;9
F;1101;0;20042;20091;32;-5;10.5;23;10
M;1102;0;20022;20022;19;1;27;19;1
M;1102;0;20022;20031;20;2;34.5;19;2
M;1102;0;20022;20032;21;-7;22.5;19;3
F;1103;1;20132;20132;41;-7;21;41;1
B;1104;1;20102;20102;35;1;26;35;1
B;1104;1;20102;20111;36;2;34;35;2
B;1104;1;20102;20112;37;3;24;35;3
B;1104;1;20102;20121;38;4;30;35;4
B;1104;1;20102;20122;39;5;30;35;5
B;1104;1;20102;20131;40;6;24;35;6
B;1104;1;20102;20132;41;7;30;35;7
B;1104;1;20102;20141;42;8;36;35;8
B;1104;1;20102;20142;43;9;15;35;9
B;1104;1;20102;20151;44;10;30;35;10
B;1104;1;20102;20152;45;-4;0;35;11
B;1104;1;20102;20161;46;-4;0;35;12
M;1105;1;19962;19962;7;1;7.5;7;1
M;1105;1;19962;19971;8;2;34.5;7;2
M;1105;1;19962;19972;9;3;21.7;7;3
M;1105;1;19962;19981;10;4;37.5;7;4
M;1105;1;19962;19982;11;5;39;7;5
M;1105;1;19962;19991;12;5;16.5;7;6
M;1105;1;19962;19992;13;5;31.5;7;7
M;1105;1;19962;20001;14;6;34.5;7;8
M;1105;1;19962;20002;15;-2;6;7;9
M;1105;1;19962;20011;16;8;16.5;7;10
M;1105;1;19962;20012;17;9;36;7;11
M;1105;1;19962;20021;18;-5;0;7;12
D;1106;0;20082;20082;31;1;11;31;1
D;1106;0;20082;20091;32;2;4;31;2
D;1106;0;20082;20092;33;-4;0;31;3
D;1106;0;20082;20101;34;-7;0;31;4
K;1107;0;20102;20102;35;-7;0;35;1
M;1108;1;20122;20122;39;-7;6;39;1
